comment,code,line,file,language
"Create a new session instance.
     
      @param  string  $name
      @param  \SessionHandlerInterface  $handler
      @param  \Illuminate\Contracts\Encryption\Encrypter  $encrypter
      @param  string|null  $id
      @param  string  $serialization","public function __construct($name, SessionHandlerInterface $handler, EncrypterContract $encrypter, $id = null, $serialization = 'php')
    {
        $this->encrypter = $encrypter;

        parent::__construct($name, $handler, $id, $serialization);
    }",26,data/raw/repos/php/framework/src/Illuminate/Session/EncryptedStore.php,php
"A parametric function representing a flat mobius strip.
 
  @param {number} u - The `u` coordinate on the surface in the range `[0,1]`.
  @param {number} t - The `v` coordinate on the surface in the range `[0,1]`.
  @param {Vector3} target - The target vector that is used to store the method's result.","function mobius( u, t, target ) {

	// http://www.wolframalpha.com/input/?i=M%C3%B6bius+strip+parametric+equations&lk=1&a=ClashPrefs_*Surface.MoebiusStrip.SurfaceProperty.ParametricEquations-
	u = u - 0.5;
	const v = 2 * Math.PI * t;

	const a = 2;

	const x = Math.cos( v ) * ( a + u * Math.cos( v / 2 ) );
	const y = Math.sin( v ) * ( a + u * Math.cos( v / 2 ) );
	const z = u * Math.sin( v / 2 );

	target.set( x, y, z );

}",58,data/raw/repos/js/three.js/examples/jsm/geometries/ParametricFunctions.js,javascript
"Specify the queue connection that the batched jobs should run on.
     
      @param  string  $connection
      @return $this","public function onConnection(string $connection)
    {
        $this->options['connection'] = $connection;

        return $this;
    }",304,data/raw/repos/php/framework/src/Illuminate/Bus/PendingBatch.php,php
"Get the instance as an array.
     
      @return array","public function toArray()
    {
        return $this->getMessages();
    }",407,data/raw/repos/php/framework/src/Illuminate/Support/MessageBag.php,php
"rectangle.
	 
	  @param {number | Vector4} x - The horizontal coordinate for the upper left corner of the box in logical pixel unit.
	  Instead of passing four arguments, the method also works with a single four-dimensional vector.
	  @param {number} y - The vertical coordinate for the upper left corner of the box in logical pixel unit.
	  @param {number} width - The width of the scissor box in logical pixel unit.
	  @param {number} height - The height of the scissor box in logical pixel unit.
	 
	setScissor( x, y, width,","ight ) {

		this._canvasTarget.setScissor( x, y, width, height );

	}

	/**
	 * Returns the scis",58974,data/raw/repos/js/three.js/build/three.webgpu.js,javascript
"For use in PHPUnit tests only!
     
      @param class-string<TestCase> $class","public static function fromTestClassAndMethodName(string $class, string $methodName): self
    {
        return new self($class . '::' . $methodName);
    }",42,data/raw/repos/php/phpunit/src/Runner/ResultCache/ResultCacheId.php,php
"Run the route action and return the response.
     
      @return mixed","public function run()
    {
        $this->container = $this->container ?: new Container;

        try {
            if ($this->isControllerAction()) {
                return $this->runController();
            }

            return $this->runCallable();
        } catch (HttpResponseException $e) {
            return $e->getResponse();
        }
    }",204,data/raw/repos/php/framework/src/Illuminate/Routing/Route.php,php
"Expands each dimension of the box by the given scalar. If negative, the
	  dimensions of the box will be contracted.
	 
	  @param {number} scalar - The scalar value that should expand the bounding box.
	  @return {Box3} A reference to this bounding box.","expandByScalar( scalar ) {

		this.min.addScalar( - scalar );
		this.max.addScalar( scalar );

		return this;

	}",277,data/raw/repos/js/three.js/src/math/Box3.js,javascript
"@param string[] $decryptionKeys The key at index ""0"" is required and is used to decrypt and encrypt values;
                                      more rotating keys can be provided to decrypt values;
                                      each key must be generated using sodium_crypto_box_keypair()","public function __construct(
        private array $decryptionKeys,
        ?MarshallerInterface $marshaller = null,
    ) {
        if (!self::isSupported()) {
            throw new CacheException('The ""sodium"" PHP extension is not loaded.');
        }

        if (!isset($decryptionKeys[0])) {
            throw new InvalidArgumentException('At least one decryption key must be provided at index ""0"".');
        }

        $this->marshaller = $marshaller ?? new DefaultMarshaller();
    }",30,data/raw/repos/php/symfony/src/Symfony/Component/Cache/Marshaller/SodiumMarshaller.php,php
"Sets the given local transformation matrix to the defined instance.
	  Negatively scaled matrices are not supported.
	 
	  @param {number} instanceId - The ID of an instance to set the matrix of.
	  @param {Matrix4} matrix - A 4x4 matrix representing the local transformation of a single instance.
	  @return {BatchedMesh} A reference to this batched mesh.
	 
	setM","rixAt( instanceId, matrix ) {

		this.validateInstanceId( instanceId );

		const matricesTexture = this._matricesTexture;
		const matricesArray = this._matricesTexture.image.data;
		matrix.toArray( matricesArray, instanceId * 16 );
		matricesTexture.needsUpdate = true;

		return this;

	}

	/**",28136,data/raw/repos/js/three.js/build/three.core.js,javascript
"@param {RuleSetCompiler} ruleSetCompiler the rule set compiler
	  @returns {void}","apply(ruleSetCompiler) {
		const { ruleProperty, dataProperty } = this;
		ruleSetCompiler.hooks.rule.tap(
			PLUGIN_NAME,
			(path, rule, unhandledProperties, result) => {
				if (unhandledProperties.has(ruleProperty)) {
					unhandledProperties.delete(ruleProperty);
					const value =
						/** @type {Record<string, RuleSetConditionOrConditions>} */
						(rule[ruleProperty]);
					for (const property of Object.keys(value)) {
						const nestedDataProperties = property.split(""."");
						const condition = ruleSetCompiler.compileCondition(
							`${path}.${ruleProperty}.${property}`,
							value[property]
						);
						if (this.additionalConditionFunction) {
							result.conditions.push({
								property: [dataProperty],
								matchWhenEmpty: condition.matchWhenEmpty,
								fn: this.additionalConditionFunction
							});
						}
						result.conditions.push({
							property: [dataProperty, ...nestedDataProperties],
							matchWhenEmpty: condition.matchWhenEmpty,
							fn: condition.fn
						});
					}
				}
			}
		);
	}",39,data/raw/repos/js/webpack/lib/rules/ObjectMatcherRulePlugin.js,javascript
"Get the number of reserved jobs.
     
      @param  string|null  $queue
      @return int","public function reservedSize($queue = null)
    {
        return $this->pheanstalk->statsTube(new TubeName($this->getQueue($queue)))->currentJobsReserved;
    }",108,data/raw/repos/php/framework/src/Illuminate/Queue/BeanstalkdQueue.php,php
"Gets the public 'baz' shared service.
     
      @return \Baz","protected static function getBazService($container)
    {
        $instance = new \Baz();

        if (isset($container->services['baz'])) {
            return $container->services['baz'];
        }

        $container->services['baz'] = $instance;

        $instance->setFoo(($container->services['foo_with_inline'] ?? self::getFooWithInlineService($container)));

        return $instance;
    }",162,data/raw/repos/php/symfony/src/Symfony/Component/DependencyInjection/Tests/Fixtures/php/services_errored_definition.php,php
} else {,"check.assert(false, 'Coverage format must be 1 or 2.');
    }
}
Coverage.prototype = Object.create(Table.prototype);
Coverage.prototype.constructor = Coverage;

function ScriptList(scriptListTable) {
    Table.call(this, 'scriptListTable',
        recordList('scriptRecord', scriptListTable, function(scriptRecord, i) {
            var script = scriptRecord.sc",1965,data/raw/repos/js/three.js/examples/jsm/libs/opentype.module.js,javascript
"Constructs a new compressed texture.
	 
	  @param {Array<CompressedTexture>} images - An array of compressed textures.
	  @param {number} [format=RGBAFormat] - The texture format.
	  @param {number} [type=UnsignedByteType] - The texture type.
	 
	cons","uctor( images, format, type ) {

		super( undefined, images[ 0 ].width, images[ 0 ].height, format, type, CubeReflectionMapping );

		/**
		 * This flag can be used for type testing.
		 *
		 * @type {boolean}
		 * @readonly
		 * @default true
		 */
		this.isCompressedCubeTexture = true;

		/**
		 * This flag can be used for type testing.
		 *
		 * @type {boolean}
		 * @readonly
		 * @default true
		 */
		this.isCubeTexture = true;

		this.image = images;

	}

}

/",30065,data/raw/repos/js/three.js/build/three.core.js,javascript
@phpstan-assert-if-true !null $this->failOnNotice,"public function hasFailOnNotice(): bool
    {
        return $this->failOnNotice !== null;
    }",1118,data/raw/repos/php/phpunit/src/TextUI/Configuration/Cli/Configuration.php,php
"Toggles visibility on the character's meshes.
	 
	  @param {boolean} enable - Whether the character is visible or not.","setVisible( enable ) {

		for ( let i = 0; i < this.meshes.length; i ++ ) {

			this.meshes[ i ].visible = enable;
			this.meshes[ i ].visible = enable;

		}

	}",206,data/raw/repos/js/three.js/examples/jsm/misc/MD2CharacterComplex.js,javascript
"@param {Module} module the checked module
	  @param {ChunkGroup} chunkGroup the checked chunk group
	  @returns {boolean} true, if the chunk contains the module","isModuleInChunkGroup(module, chunkGroup) {
		for (const chunk of chunkGroup.chunks) {
			if (this.isModuleInChunk(module, chunk)) return true;
		}
		return false;
	}",528,data/raw/repos/js/webpack/lib/ChunkGraph.js,javascript
"Schedule the event to run every two hours.
     
      @param  array|string|int  $offset
      @return $this","public function everyTwoHours($offset = 0)
    {
        return $this->hourBasedSchedule($offset, '*/2');
    }",279,data/raw/repos/php/framework/src/Illuminate/Console/Scheduling/ManagesFrequencies.php,php
"This method is used to setup the effect's TSL code.
	 
	  @param {NodeBuilder} builder - The current node builder.
	  @return {PassTextureNode}","setup( builder ) {

		const uvNode = uv();
		const MAX_RAY = uint( 32 );
		const globalOccludedBitfield = uint( 0 );

		const sampleDepth = ( uv ) => {

			const depth = this.depthNode.sample( uv ).r;

			if ( builder.renderer.logarithmicDepthBuffer === true ) {

				const viewZ = logarithmicDepthToViewZ( depth, this._cameraNear, this._cameraFar );

				return viewZToPerspectiveDepth( viewZ, this._cameraNear, this._cameraFar );

			}

			return depth;

		};

		const sampleNormal = ( uv ) => ( this.normalNode !== null ) ? this.normalNode.sample( uv ).rgb.normalize() : getNormalFromDepth( uv, this.depthNode.value, this._cameraProjectionMatrixInverse );
		const sampleBeauty = ( uv ) => this.beautyNode.sample( uv );

		// From Activision GTAO paper: https://www.activision.com/cdn/research/s2016_pbs_activision_occlusion.pptx

		const spatialOffsets = Fn( ( [ position ] ) => {

			return float( 0.25 ).mul( sub( position.y, position.x ).bitAnd( 3 ) );

		} ).setLayout( {
			name: 'spatialOffsets',
			type: 'float',
			inputs: [
				{ name: 'position', type: 'vec2' }
			]
		} );

		const GTAOFastAcos = Fn( ( [ value ] ) => {

			const outVal = abs( value ).mul( float( - 0.156583 ) ).add( HALF_PI );
			outVal.mulAssign( sqrt( abs( value ).oneMinus() ) );

			const x = value.x.greaterThanEqual( 0 ).select( outVal.x, PI.sub( outVal.x ) );
			const y = value.y.greaterThanEqual( 0 ).select( outVal.y, PI.sub( outVal.y ) );

			return vec2( x, y );

		} ).setLayout( {
			name: 'GTAOFastAcos',
			type: 'vec2',
			inputs: [
				{ name: 'value', type: 'vec2' }
			]
		} );

		const horizonSampling = Fn( ( [ directionIsRight, RADIUS, viewPosition, slideDirTexelSize, initialRayStep, uvNode, viewDir, viewNormal, n ] ) => {

			const STEP_COUNT = this.stepCount.toConst();
			const EXP_FACTOR = this.expFactor.toConst();
			const THICKNESS = this.thickness.toConst();
			const BACKFACE_LIGHTING = this.backfaceLighting.toConst();

			const stepRadius = float( 0 );

			If( this.useScreenSpaceSampling.equal( true ), () => {

				stepRadius.assign( RADIUS.mul( this._resolution.x.div( 2 ) ).div( float( 16 ) ) ); // SSRT3 has a bug where stepRadius is divided by STEP_COUNT twice; fix here

			} ).Else( () => {

				stepRadius.assign( max( RADIUS.mul( this._halfProjScale ).div( viewPosition.z.negate() ), float( STEP_COUNT ) ) ); // Port note: viewZ is negative so a negate is required

			} );

			stepRadius.divAssign( float( STEP_COUNT ).add( 1 ) );
			const radiusVS = max( 1, float( STEP_COUNT.sub( 1 ) ) ).mul( stepRadius );
			const uvDirection = directionIsRight.equal( true ).select( vec2( 1, - 1 ), vec2( - 1, 1 ) ); // Port note: Because of different uv conventions, uv-y has a different sign
			const samplingDirection = directionIsRight.equal( true ).select( 1, - 1 );

			const color = vec3( 0 );

			const lastSampleViewPosition = vec3( viewPosition ).toVar();

			Loop( { start: uint( 0 ), end: STEP_COUNT, type: 'uint', condition: '<' }, ( { i } ) => {

				const offset = pow( abs( mul( stepRadius, float( i ).add( initialRayStep ) ).div( radiusVS ) ), EXP_FACTOR ).mul( radiusVS ).toConst();
				const uvOffset = slideDirTexelSize.mul( max( offset, float( i ).add( 1 ) ) ).toConst();
				const sampleUV = uvNode.add( uvOffset.mul( uvDirection ) ).toConst();

				If( sampleUV.x.lessThanEqual( 0 ).or( sampleUV.y.lessThanEqual( 0 ) ).or( sampleUV.x.greaterThanEqual( 1 ) ).or( sampleUV.y.greaterThanEqual( 1 ) ), () => {

					Break();

				} );

				const sampleViewPosition = getViewPosition( sampleUV, sampleDepth( sampleUV ), this._cameraProjectionMatrixInverse ).toConst();
				const pixelToSample = sampleViewPosition.sub( viewPosition ).normalize().toConst();
				const linearThicknessMultiplier = this.useLinearThickness.equal( true ).select( sampleViewPosition.z.negate().div( this._cameraFar ).clamp().mul( 100 ), float( 1 ) );
				const pixelToSampleBackface = normalize( sampleViewPosition.sub( linearThicknessMultiplier.mul( viewDir ).mul( THICKNESS ) ).sub( viewPosition ) );

				let frontBackHorizon = vec2( dot( pixelToSample, viewDir ), dot( pixelToSampleBackface, viewDir ) );
				frontBackHorizon = GTAOFastAcos( clamp( frontBackHorizon, - 1, 1 ) );
				frontBackHorizon = clamp( div( mul( samplingDirection, frontBackHorizon.negate() ).sub( n.sub( HALF_PI ) ), PI ) ); // Port note: subtract half pi instead of adding it
				frontBackHorizon = directionIsRight.equal( true ).select( frontBackHorizon.yx, frontBackHorizon.xy ); // Front/Back get inverted depending on angle

				// inline ComputeOccludedBitfield() for easier debugging

				const minHorizon = frontBackHorizon.x.toConst();
				const maxHorizon = frontBackHorizon.y.toConst();

				const startHorizonInt = uint( frontBackHorizon.mul( float( MAX_RAY ) ) ).toConst();
				const angleHorizonInt = uint( ceil( maxHorizon.sub( minHorizon ).mul( float( MAX_RAY ) ) ) ).toConst();
				const angleHorizonBitfield = angleHorizonInt.greaterThan( uint( 0 ) ).select( uint( shiftRight( uint( 0xFFFFFFFF ), uint( 32 ).sub( MAX_RAY ).add( MAX_RAY.sub( angleHorizonInt ) ) ) ), uint( 0 ) ).toConst();
				let currentOccludedBitfield = angleHorizonBitfield.shiftLeft( startHorizonInt );
				currentOccludedBitfield = currentOccludedBitfield.bitAnd( globalOccludedBitfield.bitNot() );

				globalOccludedBitfield.assign( globalOccludedBitfield.bitOr( currentOccludedBitfield ) );
				const numOccludedZones = countOneBits( currentOccludedBitfield );

				//

				If( numOccludedZones.greaterThan( 0 ), () => { // If a ray hit the sample, that sample is visible from shading point

					const lightColor = sampleBeauty( sampleUV );

					If( luminance( lightColor ).greaterThan( 0.001 ), () => { // Continue if there is light at that location (intensity > 0)

						const lightDirectionVS = normalize( pixelToSample );
						const normalDotLightDirection = clamp( dot( viewNormal, lightDirectionVS ) );

						If( normalDotLightDirection.greaterThan( 0.001 ), () => { // Continue if light is facing surface normal

							const lightNormalVS = sampleNormal( sampleUV );

							// Intensity of outgoing light in the direction of the shading point

							let lightNormalDotLightDirection = dot( lightNormalVS, lightDirectionVS.negate() );

							const d = sign( lightNormalDotLightDirection ).lessThan( 0 ).select( abs( lightNormalDotLightDirection ).mul( BACKFACE_LIGHTING ), abs( lightNormalDotLightDirection ) );
							lightNormalDotLightDirection = BACKFACE_LIGHTING.greaterThan( 0 ).and( dot( lightNormalVS, viewDir ).greaterThan( 0 ) ).select( d, clamp( lightNormalDotLightDirection ) );

							color.rgb.addAssign( float( numOccludedZones ).div( float( MAX_RAY ) ).mul( lightColor ).mul( normalDotLightDirection ).mul( lightNormalDotLightDirection ) );

						} );

					} );

				} );

				lastSampleViewPosition.assign( sampleViewPosition );

			} );

			return vec3( color );

		} );

		const gi = Fn( () => {

			const depth = sampleDepth( uvNode ).toVar();

			depth.greaterThanEqual( 1.0 ).discard();

			const viewPosition = getViewPosition( uvNode, depth, this._cameraProjectionMatrixInverse ).toVar();
			const viewNormal = sampleNormal( uvNode ).toVar();
			const viewDir = normalize( viewPosition.xyz.negate() ).toVar();

			//

			const noiseOffset = spatialOffsets( screenCoordinate );
			const noiseDirection = interleavedGradientNoise( screenCoordinate );
			const noiseJitterIdx = this._temporalDirection.mul( 0.02 ); // Port: Add noiseJitterIdx here for slightly better noise convergence with TRAA (see #31890 for more details)
			const initialRayStep = fract( noiseOffset.add( this._temporalOffset ) ).add( rand( uvNode.add( noiseJitterIdx ).mul( 2 ).sub( 1 ) ) );

			const ao = float( 0 );
			const color = vec3( 0 );

			const ROTATION_COUNT = this.sliceCount.toConst();
			const AO_INTENSITY = this.aoIntensity.toConst();
			const GI_INTENSITY = this.giIntensity.toConst();
			const RADIUS = this.radius.toConst();

			Loop( { start: uint( 0 ), end: ROTATION_COUNT, type: 'uint', condition: '<' }, ( { i } ) => {

				const rotationAngle = mul( float( i ).add( noiseDirection ).add( this._temporalDirection ), PI.div( float( ROTATION_COUNT ) ) ).toConst();
				const sliceDir = vec3( vec2( cos( rotationAngle ), sin( rotationAngle ) ), 0 ).toConst();
				const slideDirTexelSize = sliceDir.xy.mul( float( 1 ).div( this._resolution ) ).toConst();

				const planeNormal = normalize( cross( sliceDir, viewDir ) ).toConst();
				const tangent = cross( viewDir, planeNormal ).toConst();
				const projectedNormal = viewNormal.sub( planeNormal.mul( dot( viewNormal, planeNormal ) ) ).toConst();
				const projectedNormalNormalized = normalize( projectedNormal ).toConst();

				const cos_n = clamp( dot( projectedNormalNormalized, viewDir ), - 1, 1 ).toConst();
				const n = sign( dot( projectedNormal, tangent ) ).negate().mul( acos( cos_n ) ).toConst();

				globalOccludedBitfield.assign( 0 );

				color.addAssign( horizonSampling( bool( true ), RADIUS, viewPosition, slideDirTexelSize, initialRayStep, uvNode, viewDir, viewNormal, n ) );
				color.addAssign( horizonSampling( bool( false ), RADIUS, viewPosition, slideDirTexelSize, initialRayStep, uvNode, viewDir, viewNormal, n ) );

				ao.addAssign( float( countOneBits( globalOccludedBitfield ) ).div( float( MAX_RAY ) ) );

			} );

			ao.divAssign( float( ROTATION_COUNT ) );
			ao.assign( pow( ao.clamp().oneMinus(), AO_INTENSITY ).clamp() );

			color.divAssign( float( ROTATION_COUNT ) );
			color.mulAssign( GI_INTENSITY );

			// scale color based on luminance

			const maxLuminance = float( 7 ).toConst(); // 7 represent a HDR luminance value
			const currentLuminance = luminance( color );

			const scale = currentLuminance.greaterThan( maxLuminance ).select( maxLuminance.div( currentLuminance ), float( 1 ) );
			color.mulAssign( scale );

			return vec4( color, ao );

		} );

		this._material.fragmentNode = gi().context( builder.getSharedContext() );
		this._material.needsUpdate = true;

		//

		return this._textureNode;

	}",380,data/raw/repos/js/three.js/examples/jsm/tsl/display/SSGINode.js,javascript
"DKIM body canonicalization tests.
     
      @link https:www.rfc-editor.org/rfc/rfc6376.html#section-3.4.4
     
      @covers \PHPMailer\PHPMailer\PHPMailer::DKIM_BodyC","public function testDKIMBodyCanonicalization()
    {
        // Example from https://www.rfc-editor.org/rfc/rfc6376.html#section-3.4.5.
        $prebody = "" C \r\nD \t E\r\n\r\n\r\n"";
        $postbody = "" C \r\nD \t E\r\n"";

        self::assertSame(
            ""\r\n"",
            $this->Mail->DKIM_BodyC(''),
            'DKIM empty body canonicalization incorrect (Empty body)'
        );
        self::assertSame(
            'frcCV1k9oG9oKj3dpUqdJg1PxRT2RSN/XKdLCPjaYaY=',
            base64_encode(hash('sha256', $this->Mail->DKIM_BodyC(''), true)),
            'DKIM canonicalized empty body hash mismatch'
        );
        self::assertSame($postbody, $this->Mail->DKIM_BodyC($prebody), 'DKIM body canonicalization incorrect');

        //Ensure that non-break trailing whitespace in the body is preserved
        $prebody = "" C \r\nD \t E \r\n\r\n\r\n"";
        $postbody = "" C \r\nD \t E \r\n"";
        self::assertSame(
            $postbody,
            $this->Mail->DKIM_BodyC($prebody),
            'DKIM body canonicalization incorrect (trailing WSP)'
        );
    }",53,data/raw/repos/php/PHPMailer/test/PHPMailer/DKIMTest.php,php
"@throws InvalidArgumentException
      @throws UnknownEventTypeException","public function testPreparationStarted(Code\Test $test): void
    {
        $this->dispatcher->dispatch(
            new Test\PreparationStarted(
                $this->telemetryInfo(),
                $test,
            ),
        );
    }",333,data/raw/repos/php/phpunit/src/Event/Emitter/DispatchingEmitter.php,php
"Refresh the name look-up table.
     
      This is done in case any names are fluently defined or if routes are overwritten.
     
      @return void","public function refreshNameLookups()
    {
        //
    }",82,data/raw/repos/php/framework/src/Illuminate/Routing/CompiledRouteCollection.php,php
"Gets the public 'bar$!' shared service.
     
      @return \FooClass","protected static function getBar2Service($container)
    {
        return $container->services['bar$!'] = new \FooClass();
    }",57,data/raw/repos/php/symfony/src/Symfony/Component/DependencyInjection/Tests/Fixtures/php/services_unsupported_characters.php,php
"Register a new route that returns a view.
     
      @param  string  $uri
      @param  string  $view
      @param  array  $data
      @param  int|array  $status
      @param  array  $headers
      @return \Illuminate\Routing\Route","public function view($uri, $view, $data = [], $status = 200, array $headers = [])
    {
        return $this->match(['GET', 'HEAD'], $uri, '\Illuminate\Routing\ViewController')
            ->setDefaults([
                'view' => $view,
                'data' => $data,
                'status' => is_array($status) ? 200 : $status,
                'headers' => is_array($status) ? $status : $headers,
            ]);
    }",286,data/raw/repos/php/framework/src/Illuminate/Routing/Router.php,php
"@param {Exclude<NoParse, EXPECTED_ANY[]>} rule rule
	  @param {string} content content
	  @returns {boolean} result","applyNoParseRule(rule, content) {
		// must start with ""rule"" if rule is a string
		if (typeof rule === ""string"") {
			return content.startsWith(rule);
		}

		if (typeof rule === ""function"") {
			return rule(content);
		}
		// we assume rule is a regexp
		return rule.test(content);
	}",1161,data/raw/repos/js/webpack/lib/NormalModule.js,javascript
"Create a new fake queue instance.
     
      @param  \Illuminate\Contracts\Foundation\Application  $app
      @param  array  $jobsToFake
      @param  \Illuminate\Queue\QueueManager|null  $queue","public function __construct($app, $jobsToFake = [], $queue = null)
    {
        parent::__construct($app);

        $this->jobsToFake = Collection::wrap($jobsToFake);
        $this->jobsToBeQueued = new Collection;
        $this->queue = $queue;
    }",71,data/raw/repos/php/framework/src/Illuminate/Support/Testing/Fakes/QueueFake.php,php
"Get an item at a given offset.
     
      @param  mixed  $key
      @return mixed","public function offsetGet($key): mixed
    {
        return $this->input($key);
    }",198,data/raw/repos/php/framework/src/Illuminate/Support/ValidatedInput.php,php
"Constructs a new audio analyzer.
	 
	  @param {Audio} audio - The audio to analyze.
	  @param {number} [fftSize=2048] - The window size in samples that is used when performing a Fast Fourier Transform (FFT) to get frequency domain data.","constructor( audio, fftSize = 2048 ) {

		/**
		 * The global audio listener.
		 *
		 * @type {AnalyserNode}
		 */
		this.analyser = audio.context.createAnalyser();
		this.analyser.fftSize = fftSize;

		/**
		 * Holds the analyzed data.
		 *
		 * @type {Uint8Array}
		 */
		this.data = new Uint8Array( this.analyser.frequencyBinCount );

		audio.getOutput().connect( this.analyser );

	}",35,data/raw/repos/js/three.js/src/audio/AudioAnalyser.js,javascript
"Sets the position component for this matrix from the given vector,
	  without affecting the rest of the matrix.
	 
	  @param {number|Vector3} x - The x component of the vector or alternatively the vector object.
	  @param {number} y - The y component of the vector.
	  @param {number} z - The z component of the vector.
	  @return {Matrix4} A reference to this matrix.
	 
	se","osition( x, y, z ) {

		const te = this.elements;

		if ( x.isVector3 ) {

			te[ 12 ] = x.x;
			te[ 13 ] = x.y;
			te[ 14 ] = x.z;

		} else {

			te[ 12 ] = x;
			te[ 13 ] = y;
			te[ 14 ] = z;

		}

		return this;

	}

	/",12103,data/raw/repos/js/three.js/build/three.core.js,javascript
Returns true if the stack is on the first page.,"public function isFirstPage(): bool
    {
        return $this->position < 1;
    }",55,data/raw/repos/php/symfony/src/Symfony/Component/BrowserKit/History.php,php
"Get the ""before"" callbacks that have been registered with the pending batch.
     
      @return array","public function beforeCallbacks()
    {
        return $this->options['before'] ?? [];
    }",131,data/raw/repos/php/framework/src/Illuminate/Bus/PendingBatch.php,php
"Calculates the key we use in the ""trace"" array for a given request.","private function getTraceKey(Request $request): string
    {
        $path = $request->getPathInfo();
        if ($qs = $request->getQueryString()) {
            $path .= '?'.$qs;
        }

        try {
            return $request->getMethod().' '.$path;
        } catch (SuspiciousOperationException) {
            return '_BAD_METHOD_ '.$path;
        }
    }",700,data/raw/repos/php/symfony/src/Symfony/Component/HttpKernel/HttpCache/HttpCache.php,php
"Overwrites the default `element()` method to provide element access
	  based on {@link UniformArrayNode}.
	 
	  @param {IndexNode} indexNode - The index node.
	  @return {UniformArrayElementNode}","element( indexNode ) {

		return new UniformArrayElementNode( this, nodeObject( indexNode ) );

	}",328,data/raw/repos/js/three.js/src/nodes/accessors/UniformArrayNode.js,javascript
"response type.
	 
	  @param {('arraybuffer'|'blob'|'document'|'json'|'')} value - The response type.
	  @return {FileLoader} A reference to this file loader.
	 
	setResponseType( value )","

		this.responseType = value;
		return this;

	}

	/**
	 * Sets the expect",44583,data/raw/repos/js/three.js/build/three.core.js,javascript
"@param array<string, list<string>> $sendersMap     An array, keyed by ""type"", set to an array of sender aliases
      @param ContainerInterface          $sendersLocator Locator of senders, keyed by sender alias","public function __construct(
        private array $sendersMap,
        private ContainerInterface $sendersLocator,
    ) {
    }",31,data/raw/repos/php/symfony/src/Symfony/Component/Messenger/Transport/Sender/SendersLocator.php,php
"Sets the response content.
     
      @return $this","public function setContent(?string $content): static
    {
        $this->content = $content ?? '';

        return $this;
    }",424,data/raw/repos/php/symfony/src/Symfony/Component/HttpFoundation/Response.php,php
"Decides if the installer supports the given type
     
      @return bool",public function supports(string $packageType);,32,data/raw/repos/php/composer/src/Composer/Installer/InstallerInterface.php,php
"Add the given driver alias to the driver aliases array.
     
      @param  string  $alias
      @param  string  $driver
      @return void","public static function addDriverAlias($alias, $driver)
    {
        static::$driverAliases[$alias] = $driver;
    }",186,data/raw/repos/php/framework/src/Illuminate/Support/ConfigurationUrlParser.php,php
"@dataProvider provideRepoMatchingTestCases
     
      @param string[]                                                               $expected
      @param array{only?: array<string>, exclude?: array<string>, canonical?: bool} $config","public function testRepoMatching(array $expected, $config): void
    {
        $repo = new FilterRepository($this->arrayRepo, $config);
        $packages = $repo->getPackages();

        self::assertSame($expected, array_map(static function ($p): string {
            return $p->getName();
        }, $packages));
    }",42,data/raw/repos/php/composer/tests/Composer/Test/Repository/FilterRepositoryTest.php,php
"Start and wait for the processes to finish.
     
      @return \Illuminate\Process\ProcessPoolResults","public function wait()
    {
        return $this->start()->wait();
    }",100,data/raw/repos/php/framework/src/Illuminate/Process/Pool.php,php
"th of the angular separation of colors (chromatic aberration) transmitting
	  through a relatively clear volume. Any value zero or larger is valid, the typical range of
	  realistic values is `[0, 1]`. This property can be only be used with transmissive objects.
	 
	  @type {number}
	  @default 0
	 
	get dispersion() {

		re","rn this._dispersion;

	}

	set dispersion( value )",39122,data/raw/repos/js/three.js/build/three.core.js,javascript
@phpstan-assert-if-true !null $this->coveragePhp,"public function hasCoveragePhp(): bool
    {
        return $this->coveragePhp !== null;
    }",662,data/raw/repos/php/phpunit/src/TextUI/Configuration/Configuration.php,php
"Assert object's properties type
 
  @param {object} options
  @param {object} schema
  @param {boolean?} allowUnknown
 
  @returns {object}","function assertOptions(options, schema, allowUnknown) {
  if (typeof options !== 'object') {
    throw new AxiosError('options must be an object', AxiosError.ERR_BAD_OPTION_VALUE);
  }
  const keys = Object.keys(options);
  let i = keys.length;
  while (i-- > 0) {
    const opt = keys[i];
    const validator = schema[opt];
    if (validator) {
      const value = options[opt];
      const result = value === undefined || validator(value, opt, options);
      if (result !== true) {
        throw new AxiosError('option ' + opt + ' must be ' + result, AxiosError.ERR_BAD_OPTION_VALUE);
      }
      continue;
    }
    if (allowUnknown !== true) {
      throw new AxiosError('Unknown option ' + opt, AxiosError.ERR_BAD_OPTION);
    }
  }
}",72,data/raw/repos/js/axios/lib/helpers/validator.js,javascript
@returns {string[]} the files contained this chunk group,"getFiles() {
		const files = new Set();

		for (const chunk of this.chunks) {
			for (const file of chunk.files) {
				files.add(file);
			}
		}

		return [...files];
	}",430,data/raw/repos/js/webpack/lib/ChunkGroup.js,javascript
"Sets the animation playback rate.
	 
	  @param {number} rate - The playback rate to set.","setPlaybackRate( rate ) {

		if ( rate !== 0 ) {

			this.mixer.timeScale = 1 / rate;

		} else {

			this.mixer.timeScale = 0;

		}

	}",243,data/raw/repos/js/three.js/examples/jsm/misc/MD2Character.js,javascript
